customer_key,customer_id,customer_name,country,ages,age_category,total_orders,total_quantity,total_products,total_sales,customer_type,recent_order,oldest_order,time_period,customer_frequency,avg_spend_of_customer,spend_by_customer,customer_contribution
12889,23888,Edward Clark,United States,50,Mid_aged,1,2,2,35,NEW,2013-03-06,2013-03-06,0,new customer,17.5,35,0.00%
12890,23889,Sean Carter,United States,56,Mid_aged,1,3,3,70,NEW,2013-12-22,2013-12-22,0,new customer,23.33,70,0.00%
12891,23890,Haley Cox,United States,56,Mid_aged,1,2,2,32,NEW,2013-08-25,2013-08-25,0,new customer,16,32,0.00%
12892,23891,Jack Jenkins,United States,50,Mid_aged,1,1,1,30,NEW,2013-06-06,2013-06-06,0,new customer,30,30,0.00%
12893,23892,Olivia Bailey,Canada,44,Mid_aged,1,1,1,5,NEW,2013-06-05,2013-06-05,0,new customer,5,5,0.00%
12894,23893,Zachary Clark,Canada,56,Mid_aged,1,2,2,59,NEW,2013-06-17,2013-06-17,0,new customer,29.5,59,0.00%
12895,23894,Bryan Ramirez,United States,55,Mid_aged,1,3,3,70,NEW,2013-03-17,2013-03-17,0,new customer,23.33,70,0.00%
12896,23895,Nicole Powell,United States,56,Mid_aged,1,1,1,540,NEW,2013-12-07,2013-12-07,0,new customer,540,540,0.00%
12897,23896,Megan Peterson,United States,56,Mid_aged,1,2,2,549,NEW,2013-12-15,2013-12-15,0,new customer,274.5,549,0.00%
12898,23897,Katrina Chapman,Germany,48,Mid_aged,1,2,2,39,NEW,2013-03-14,2013-03-14,0,new customer,19.5,39,0.00%
12899,23898,Shawna Rai,Germany,54,Mid_aged,1,2,2,604,NEW,2013-07-14,2013-07-14,0,new customer,302,604,0.00%
12900,23899,Lindsey Nath,France,42,Mid_aged,1,4,4,574,NEW,2013-10-27,2013-10-27,0,new customer,143.5,574,0.00%
12901,23900,Rafael Yang,Germany,43,Mid_aged,1,1,1,540,NEW,2013-08-22,2013-08-22,0,new customer,540,540,0.00%
12902,23901,Max Gutierrez,France,53,Mid_aged,1,2,2,575,NEW,2013-10-01,2013-10-01,0,new customer,287.5,575,0.00%
12903,23902,Julie Kumar,Germany,42,Mid_aged,1,2,2,564,NEW,2013-08-15,2013-08-15,0,new customer,282,564,0.00%
12904,23903,Harold Subram,Germany,53,Mid_aged,1,1,1,540,NEW,2013-08-06,2013-08-06,0,new customer,540,540,0.00%
12905,23904,Haley Washington,United Kingdom,53,Mid_aged,1,3,3,1198,Regular,2013-04-19,2013-04-19,0,new customer,399.33,1198,0.00%
12906,23905,Jose Zhang,Germany,54,Mid_aged,1,2,2,575,NEW,2013-08-20,2013-08-20,0,new customer,287.5,575,0.00%
12907,23906,Alan Ma,Germany,48,Mid_aged,1,1,1,2443,Regular,2013-04-10,2013-04-10,0,new customer,2443,2443,0.01%
12908,23907,Hector Navarro,United Kingdom,53,Mid_aged,1,1,1,1120,Regular,2013-05-05,2013-05-05,0,new customer,1120,1120,0.00%
12909,23908,Max Sanz,France,49,Mid_aged,1,2,2,575,NEW,2013-11-27,2013-11-27,0,new customer,287.5,575,0.00%
12910,23909,Todd Lin,France,54,Mid_aged,1,2,2,549,NEW,2013-11-12,2013-11-12,0,new customer,274.5,549,0.00%
12911,23910,Gabriel Perry,Germany,55,Mid_aged,1,2,2,6,NEW,2013-04-07,2013-04-07,0,new customer,3,6,0.00%
12912,23911,Priscilla Sharma,France,45,Mid_aged,1,3,3,36,NEW,2013-09-08,2013-09-08,0,new customer,12,36,0.00%
12913,23912,Arthur Sanchez,Germany,55,Mid_aged,1,1,1,4,NEW,2013-11-02,2013-11-02,0,new customer,4,4,0.00%
12914,23913,Riley Cooper,France,56,Mid_aged,1,4,4,48,NEW,2013-12-30,2013-12-30,0,new customer,12,48,0.00%
12915,23914,Tonya Sharma,Germany,51,Mid_aged,1,2,2,6,NEW,2013-09-05,2013-09-05,0,new customer,3,6,0.00%
12916,23915,Lawrence Serrano,Germany,51,Mid_aged,1,2,2,28,NEW,2013-11-30,2013-11-30,0,new customer,14,28,0.00%
12917,23916,Ruben Serrano,Germany,52,Mid_aged,1,1,1,4,NEW,2013-08-30,2013-08-30,0,new customer,4,4,0.00%
12918,23917,Carrie Carlson,Germany,58,Mid_aged,1,3,3,554,NEW,2013-08-08,2013-08-08,0,new customer,184.67,554,0.00%
12919,23918,Kendra Navarro,France,52,Mid_aged,1,3,3,69,NEW,2013-03-19,2013-03-19,0,new customer,23,69,0.00%
12920,23919,Jordan Parker,France,88,Senior_Citizen,1,3,3,58,NEW,2013-07-01,2013-07-01,0,new customer,19.33,58,0.00%
12921,23920,Arthur Ruiz,France,54,Mid_aged,1,2,2,1736,Regular,2013-04-19,2013-04-19,0,new customer,868,1736,0.01%
12922,23921,Charles Lee,Germany,55,Mid_aged,1,4,4,2465,Regular,2013-04-11,2013-04-11,0,new customer,616.25,2465,0.01%
12923,23922,Cody Richardson,Germany,54,Mid_aged,1,4,4,2466,Regular,2013-04-29,2013-04-29,0,new customer,616.5,2466,0.01%
12924,23923,Alejandro Sun,United Kingdom,49,Mid_aged,1,2,2,1174,Regular,2013-06-16,2013-06-16,0,new customer,587,1174,0.00%
12925,23924,Amber Wright,United Kingdom,54,Mid_aged,1,2,2,1129,Regular,2013-06-04,2013-06-04,0,new customer,564.5,1129,0.00%
12926,23925,Marie Torres,Germany,56,Mid_aged,1,3,3,2457,Regular,2013-05-02,2013-05-02,0,new customer,819,2457,0.01%
12927,23926,Lydia Weber,Germany,56,Mid_aged,1,1,1,2443,Regular,2013-06-29,2013-06-29,0,new customer,2443,2443,0.01%
12928,23927,Seth Collins,France,57,Mid_aged,1,3,3,36,NEW,2013-08-17,2013-08-17,0,new customer,12,36,0.00%
12929,23928,Jaclyn Ye,France,57,Mid_aged,1,3,3,36,NEW,2013-04-07,2013-04-07,0,new customer,12,36,0.00%
12930,23929,Kristin Xie,France,57,Mid_aged,1,3,3,84,NEW,2013-09-18,2013-09-18,0,new customer,28,84,0.00%
12931,23930,Meagan Arun,United Kingdom,51,Mid_aged,1,6,6,1243,Regular,2013-06-11,2013-06-11,0,new customer,207.17,1243,0.00%
12932,23931,Reginald Ruiz,France,58,Mid_aged,1,3,3,69,NEW,2014-01-22,2014-01-22,0,new customer,23,69,0.00%
12933,23932,Carrie Jimâ”œÂ®nez,France,57,Mid_aged,1,4,4,589,NEW,2013-11-27,2013-11-27,0,new customer,147.25,589,0.00%
12934,23933,Sabrina Carlson,Germany,57,Mid_aged,1,3,3,563,NEW,2013-08-09,2013-08-09,0,new customer,187.67,563,0.00%
12935,23934,Bonnie Andersen,France,43,Mid_aged,1,3,3,36,NEW,2014-01-25,2014-01-25,0,new customer,12,36,0.00%
12936,23935,Alexis Barnes,United Kingdom,45,Mid_aged,1,1,1,5,NEW,2013-07-09,2013-07-09,0,new customer,5,5,0.00%
12937,23936,Monique Vazquez,France,42,Mid_aged,1,4,4,124,NEW,2013-06-01,2013-06-01,0,new customer,31,124,0.00%
12938,23937,Eddie Ruiz,Germany,42,Mid_aged,1,2,2,39,NEW,2013-02-19,2013-02-19,0,new customer,19.5,39,0.00%
12939,23938,Harold Madan,United Kingdom,57,Mid_aged,1,1,1,1120,Regular,2013-06-11,2013-06-11,0,new customer,1120,1120,0.00%
12940,23939,Jodi Nara,France,59,Mid_aged,1,2,2,1710,Regular,2013-04-06,2013-04-06,0,new customer,855,1710,0.01%
12941,23940,Dominic Perez,United Kingdom,58,Mid_aged,1,1,1,1120,Regular,2013-06-21,2013-06-21,0,new customer,1120,1120,0.00%
12942,23941,Eduardo Anderson,Germany,42,Mid_aged,1,2,2,39,NEW,2013-01-28,2013-01-28,0,new customer,19.5,39,0.00%
12943,23942,Rafael Goel,Germany,42,Mid_aged,1,2,2,6,NEW,2013-06-11,2013-06-11,0,new customer,3,6,0.00%
12944,23943,Cindy Subram,United Kingdom,43,Mid_aged,1,2,2,40,NEW,2013-11-28,2013-11-28,0,new customer,20,40,0.00%
12945,23944,Jenny Wu,United Kingdom,43,Mid_aged,1,2,2,1155,Regular,2013-04-02,2013-04-02,0,new customer,577.5,1155,0.00%
12946,23945,Nicolas Black,United Kingdom,42,Mid_aged,1,1,1,5,NEW,2013-10-09,2013-10-09,0,new customer,5,5,0.00%
12947,23946,Kelli Luo,Germany,43,Mid_aged,1,2,2,54,NEW,2013-10-20,2013-10-20,0,new customer,27,54,0.00%
12948,23947,Autumn Liang,Germany,44,Mid_aged,1,2,2,39,NEW,2013-11-26,2013-11-26,0,new customer,19.5,39,0.00%
12949,23948,Katelyn Rivera,United Kingdom,45,Mid_aged,1,2,2,69,NEW,2013-11-15,2013-11-15,0,new customer,34.5,69,0.00%
12950,23949,Kelvin Deng,France,45,Mid_aged,1,4,4,93,NEW,2013-04-23,2013-04-23,0,new customer,23.25,93,0.00%
12951,23950,Roger Zhou,France,46,Mid_aged,1,3,3,89,NEW,2013-09-20,2013-09-20,0,new customer,29.67,89,0.00%
12952,23951,Lindsay Becker,France,45,Mid_aged,1,3,3,36,NEW,2013-10-23,2013-10-23,0,new customer,12,36,0.00%
12953,23952,Nelson Dominguez,Germany,45,Mid_aged,1,2,2,39,NEW,2013-08-31,2013-08-31,0,new customer,19.5,39,0.00%
12954,23953,Shane Mehta,Germany,44,Mid_aged,1,1,1,4,NEW,2013-05-03,2013-05-03,0,new customer,4,4,0.00%
12955,23954,Jonathon Serrano,United Kingdom,44,Mid_aged,1,5,5,1178,Regular,2013-04-08,2013-04-08,0,new customer,235.6,1178,0.00%
12956,23955,Lucas Cook,France,45,Mid_aged,1,4,4,44,NEW,2013-12-18,2013-12-18,0,new customer,11,44,0.00%
12957,23956,Morgan Coleman,Germany,46,Mid_aged,1,2,2,68,NEW,2013-07-11,2013-07-11,0,new customer,34,68,0.00%
12958,23957,Louis Zheng,Germany,47,Mid_aged,1,2,2,39,NEW,2013-10-27,2013-10-27,0,new customer,19.5,39,0.00%
12959,23958,Amy Lin,France,45,Mid_aged,1,6,6,663,NEW,2013-11-19,2013-11-19,0,new customer,110.5,663,0.00%
12960,23959,Amber Parker,Germany,46,Mid_aged,1,2,2,39,NEW,2013-02-24,2013-02-24,0,new customer,19.5,39,0.00%
12961,23960,Eugene Zheng,Germany,45,Mid_aged,1,4,4,600,NEW,2013-08-15,2013-08-15,0,new customer,150,600,0.00%
12962,23961,Karen Huang,Germany,46,Mid_aged,1,4,4,685,NEW,2013-08-27,2013-08-27,0,new customer,171.25,685,0.00%
12963,23962,Sandra Yang,France,42,Mid_aged,1,1,1,29,NEW,2013-01-28,2013-01-28,0,new customer,29,29,0.00%
12964,23963,Gerald Jimenez,France,42,Mid_aged,1,3,3,69,NEW,2013-08-20,2013-08-20,0,new customer,23,69,0.00%
12965,23964,Arturo Nara,France,86,Senior_Citizen,1,3,3,36,NEW,2013-02-25,2013-02-25,0,new customer,12,36,0.00%
12966,23965,Dustin Shan,Germany,58,Mid_aged,1,2,2,39,NEW,2013-04-30,2013-04-30,0,new customer,19.5,39,0.00%
12967,23966,Grant Sharma,United Kingdom,59,Mid_aged,1,2,2,29,NEW,2013-03-30,2013-03-30,0,new customer,14.5,29,0.00%
12968,23967,Veronica Suri,United Kingdom,59,Mid_aged,1,1,1,5,NEW,2013-07-07,2013-07-07,0,new customer,5,5,0.00%
12969,23968,Caleb Baker,United Kingdom,48,Mid_aged,1,2,2,40,NEW,2013-09-20,2013-09-20,0,new customer,20,40,0.00%
12970,23969,Cole Sanders,France,54,Mid_aged,1,3,3,36,NEW,2013-07-14,2013-07-14,0,new customer,12,36,0.00%
12971,23970,Rebekah Fernandez,France,59,Mid_aged,1,3,3,36,NEW,2013-10-28,2013-10-28,0,new customer,12,36,0.00%
12972,23971,Lindsey Jai,United Kingdom,54,Mid_aged,1,4,4,99,NEW,2013-12-07,2013-12-07,0,new customer,24.75,99,0.00%
12973,23972,Clarence Liang,France,60,Senior_Citizen,1,3,3,69,NEW,2013-10-25,2013-10-25,0,new customer,23,69,0.00%
12974,23973,Zachary Long,France,85,Senior_Citizen,1,2,2,34,NEW,2013-11-25,2013-11-25,0,new customer,17,34,0.00%
12975,23974,Susan Huang,France,63,Senior_Citizen,1,3,3,36,NEW,2013-12-22,2013-12-22,0,new customer,12,36,0.00%
12976,23975,Frank Blanco,Germany,51,Mid_aged,1,2,2,39,NEW,2013-11-22,2013-11-22,0,new customer,19.5,39,0.00%
12977,23976,Rachael Arun,United Kingdom,63,Senior_Citizen,1,1,1,5,NEW,2013-03-30,2013-03-30,0,new customer,5,5,0.00%
12978,23977,Gail Butler,France,63,Senior_Citizen,1,4,4,124,NEW,2013-08-02,2013-08-02,0,new customer,31,124,0.00%
12979,23978,Philip Ortega,United Kingdom,47,Mid_aged,1,2,2,40,NEW,2014-01-05,2014-01-05,0,new customer,20,40,0.00%
12980,23979,Damien Chen,Germany,59,Mid_aged,1,2,2,6,NEW,2013-06-15,2013-06-15,0,new customer,3,6,0.00%
12981,23980,Sergio Garcia,France,65,Senior_Citizen,1,3,3,69,NEW,2013-09-24,2013-09-24,0,new customer,23,69,0.00%
12982,23981,Cesar Martinez,France,65,Senior_Citizen,1,2,2,34,NEW,2013-02-24,2013-02-24,0,new customer,17,34,0.00%
12983,23982,Adam Diaz,Germany,67,Senior_Citizen,1,2,2,549,NEW,2013-08-06,2013-08-06,0,new customer,274.5,549,0.00%
12984,23983,Taylor Reed,United Kingdom,66,Senior_Citizen,1,3,3,1195,Regular,2013-05-19,2013-05-19,0,new customer,398.33,1195,0.00%
12985,23984,Kelsey Kennedy,United Kingdom,67,Senior_Citizen,1,2,2,1155,Regular,2013-05-04,2013-05-04,0,new customer,577.5,1155,0.00%
12986,23985,Janet Torres,United Kingdom,78,Senior_Citizen,1,2,2,40,NEW,2013-08-26,2013-08-26,0,new customer,20,40,0.00%
12987,23986,Tanya Torres,United Kingdom,75,Senior_Citizen,1,4,4,1184,Regular,2013-05-16,2013-05-16,0,new customer,296,1184,0.00%
12988,23987,Dawn Sharma,United Kingdom,79,Senior_Citizen,1,3,3,1147,Regular,2013-05-24,2013-05-24,0,new customer,382.33,1147,0.00%
12989,23988,Cesar Sâ”œÃ­nchez,United Kingdom,80,Senior_Citizen,1,3,3,1179,Regular,2013-06-05,2013-06-05,0,new customer,393,1179,0.00%
12990,23989,Damien Beck,United Kingdom,68,Senior_Citizen,1,2,2,59,NEW,2013-02-11,2013-02-11,0,new customer,29.5,59,0.00%
12991,23990,Claudia Huang,France,72,Senior_Citizen,1,2,2,549,NEW,2013-11-08,2013-11-08,0,new customer,274.5,549,0.00%
12992,23991,Todd Zhao,France,78,Senior_Citizen,1,2,2,549,NEW,2013-10-29,2013-10-29,0,new customer,274.5,549,0.00%
12993,23992,Bonnie Chande,Australia,41,Mid_aged,2,5,5,3167,Regular,2013-08-04,2012-09-24,11,regular customer,633.4,3167,0.01%
12994,23993,Rachael Fernandez,Australia,41,Mid_aged,2,4,4,3072,Regular,2013-08-06,2012-09-17,11,regular customer,768,3072,0.01%
12995,23994,Raymond Subram,Australia,40,Mid_aged,2,5,5,2791,Regular,2013-08-20,2012-09-25,11,regular customer,558.2,2791,0.01%
12996,23995,Bradley Carson,Australia,41,Mid_aged,2,2,2,2983,Regular,2013-08-22,2012-09-08,11,regular customer,1491.5,2983,0.01%
12997,23996,Richard Lee,Australia,42,Mid_aged,2,5,5,2745,Regular,2013-08-11,2012-09-09,11,regular customer,549,2745,0.01%
12998,23997,Kristopher Srini,Australia,43,Mid_aged,1,2,2,40,NEW,2013-04-17,2013-04-17,0,new customer,20,40,0.00%
12999,23998,Arturo Raji,Australia,43,Mid_aged,2,3,3,2757,Regular,2013-08-06,2012-09-04,11,regular customer,919,2757,0.01%
13000,23999,Gilbert Li,Australia,42,Mid_aged,2,3,3,2731,Regular,2013-08-02,2012-09-27,11,regular customer,910.33,2731,0.01%
13001,24000,Randy Yang,Australia,42,Mid_aged,2,2,2,2983,Regular,2013-08-17,2012-09-11,11,regular customer,1491.5,2983,0.01%
13002,24001,Arthur Raman,Australia,43,Mid_aged,2,2,2,2983,Regular,2013-08-09,2012-09-01,11,regular customer,1491.5,2983,0.01%
13003,24002,Thomas Harris,Australia,44,Mid_aged,2,5,5,2745,Regular,2013-08-14,2012-09-24,11,regular customer,549,2745,0.01%
13004,24003,Warren Kumar,Australia,43,Mid_aged,2,4,4,2807,Regular,2013-08-02,2012-08-29,12,regular customer,701.75,2807,0.01%
13005,24004,Câ”œÂ®sar Raman,Australia,45,Mid_aged,2,5,5,2745,Regular,2013-08-07,2012-09-25,11,regular customer,549,2745,0.01%
13006,24005,Julio Jimenez,Australia,42,Mid_aged,2,3,3,2757,Regular,2013-08-11,2012-09-01,11,regular customer,919,2757,0.01%
13007,24006,Peter Deng,Australia,41,Mid_aged,2,2,2,2722,Regular,2013-08-21,2012-09-07,11,regular customer,1361,2722,0.01%
13008,24007,Randy Huang,Australia,42,Mid_aged,2,4,4,3042,Regular,2013-08-20,2012-09-15,11,regular customer,760.5,3042,0.01%
13009,24008,Monique Munoz,Australia,42,Mid_aged,2,3,3,2731,Regular,2013-08-18,2012-09-12,11,regular customer,910.33,2731,0.01%
13010,24009,Alison Anand,Australia,43,Mid_aged,2,3,3,2746,Regular,2013-08-10,2012-08-30,12,regular customer,915.33,2746,0.01%
13011,24010,Walter Alvarez,France,54,Mid_aged,1,3,3,565,NEW,2013-11-18,2013-11-18,0,new customer,188.33,565,0.00%
13012,24011,Morgan Thompson,United Kingdom,54,Mid_aged,1,3,3,1179,Regular,2013-06-17,2013-06-17,0,new customer,393,1179,0.00%
13013,24012,James Lewis,France,55,Mid_aged,1,3,3,69,NEW,2013-10-14,2013-10-14,0,new customer,23,69,0.00%
13014,24013,Jay Ruiz,France,60,Senior_Citizen,1,3,3,89,NEW,2013-05-13,2013-05-13,0,new customer,29.67,89,0.00%
13015,24014,Geoffrey Kovâ”œÃ­r,Germany,61,Senior_Citizen,1,2,2,39,NEW,2013-10-12,2013-10-12,0,new customer,19.5,39,0.00%
13016,24015,Jenna Hall,United Kingdom,61,Senior_Citizen,1,2,2,1155,Regular,2013-06-13,2013-06-13,0,new customer,577.5,1155,0.00%
13017,24016,Karla Sharma,France,62,Senior_Citizen,1,4,4,44,NEW,2013-07-21,2013-07-21,0,new customer,11,44,0.00%
13018,24017,Rebekah Lopez,Germany,61,Senior_Citizen,1,3,3,554,NEW,2013-09-08,2013-09-08,0,new customer,184.67,554,0.00%
13019,24018,Barbara Gao,Germany,62,Senior_Citizen,1,2,2,575,NEW,2013-09-13,2013-09-13,0,new customer,287.5,575,0.00%
13020,24019,Barbara Raji,United Kingdom,56,Mid_aged,1,1,1,1120,Regular,2013-06-15,2013-06-15,0,new customer,1120,1120,0.00%
13021,24020,Francisco Raman,United Kingdom,62,Senior_Citizen,1,2,2,14,NEW,2013-08-18,2013-08-18,0,new customer,7,14,0.00%
13022,24021,Clinton Munoz,France,57,Mid_aged,1,4,4,156,NEW,2013-10-16,2013-10-16,0,new customer,39,156,0.00%
13023,24022,Dale Beck,France,63,Senior_Citizen,1,2,2,561,NEW,2013-11-15,2013-11-15,0,new customer,280.5,561,0.00%
13024,24023,Bonnie Nara,France,63,Senior_Citizen,1,4,4,589,NEW,2013-10-29,2013-10-29,0,new customer,147.25,589,0.00%
13025,24024,Marie Malhotra,Germany,51,Mid_aged,1,2,2,604,NEW,2013-09-27,2013-09-27,0,new customer,302,604,0.00%
13026,24025,Eugene Zeng,Germany,61,Senior_Citizen,1,4,4,578,NEW,2013-08-29,2013-08-29,0,new customer,144.5,578,0.00%
13027,24026,Jill Serrano,United Kingdom,50,Mid_aged,1,4,4,1213,Regular,2013-06-10,2013-06-10,0,new customer,303.25,1213,0.00%
13028,24027,Omar Tang,Germany,55,Mid_aged,1,4,4,562,NEW,2013-09-09,2013-09-09,0,new customer,140.5,562,0.00%
13029,24028,Adam Hayes,France,45,Mid_aged,1,5,5,598,NEW,2013-12-23,2013-12-23,0,new customer,119.6,598,0.00%
13030,24029,Haley Howard,France,51,Mid_aged,1,4,4,563,NEW,2013-12-01,2013-12-01,0,new customer,140.75,563,0.00%
13031,24030,Deb Wagner,United Kingdom,45,Mid_aged,1,2,2,1170,Regular,2013-06-26,2013-06-26,0,new customer,585,1170,0.00%
13032,24031,Tammy Suri,United Kingdom,51,Mid_aged,1,2,2,1170,Regular,2013-06-02,2013-06-02,0,new customer,585,1170,0.00%
13033,24032,Micah Ma,France,46,Mid_aged,1,3,3,563,NEW,2013-12-22,2013-12-22,0,new customer,187.67,563,0.00%
13034,24033,Katherine Reed,Germany,45,Mid_aged,1,2,2,575,NEW,2013-09-23,2013-09-23,0,new customer,287.5,575,0.00%
13035,24034,Pedro Ruiz,United Kingdom,51,Mid_aged,1,4,4,1203,Regular,2013-06-17,2013-06-17,0,new customer,300.75,1203,0.00%
13036,24035,Jaclyn Wu,United Kingdom,102,Senior_Citizen,1,2,2,14,NEW,2013-04-06,2013-04-06,0,new customer,7,14,0.00%
13037,24036,Jay Vazquez,Germany,46,Mid_aged,1,4,4,608,NEW,2013-09-20,2013-09-20,0,new customer,152,608,0.00%
13038,24037,Ramon Guo,France,46,Mid_aged,1,1,1,540,NEW,2013-12-27,2013-12-27,0,new customer,540,540,0.00%
13039,24038,Evan Turner,France,46,Mid_aged,1,3,3,570,NEW,2013-12-12,2013-12-12,0,new customer,190,570,0.00%
13040,24039,Cassie Xu,France,41,Mid_aged,1,1,1,1701,Regular,2013-06-05,2013-06-05,0,new customer,1701,1701,0.01%
13041,24040,Jennifer Bell,Germany,51,Mid_aged,1,4,4,2482,Regular,2013-07-07,2013-07-07,0,new customer,620.5,2482,0.01%
13042,24041,Chad Tang,Germany,69,Senior_Citizen,1,3,3,94,NEW,2013-10-30,2013-10-30,0,new customer,31.33,94,0.00%
13043,24042,Zachary White,Germany,52,Mid_aged,1,2,2,13,NEW,2014-01-05,2014-01-05,0,new customer,6.5,13,0.00%
13044,24043,Charles Kelly,France,53,Mid_aged,1,2,2,31,NEW,2013-12-03,2013-12-03,0,new customer,15.5,31,0.00%
13045,24044,Arturo Kumar,United Kingdom,53,Mid_aged,1,2,2,1174,Regular,2013-07-21,2013-07-21,0,new customer,587,1174,0.00%
13046,24045,Shannon Martin,United Kingdom,53,Mid_aged,1,1,1,5,NEW,2013-10-05,2013-10-05,0,new customer,5,5,0.00%
13047,24046,Cristina Chander,Germany,52,Mid_aged,1,3,3,554,NEW,2013-09-24,2013-09-24,0,new customer,184.67,554,0.00%
13048,24047,Clarence Yuan,United Kingdom,53,Mid_aged,1,2,2,1174,Regular,2013-07-05,2013-07-05,0,new customer,587,1174,0.00%
13049,24048,Gregory Tang,United Kingdom,47,Mid_aged,1,2,2,1174,Regular,2013-07-20,2013-07-20,0,new customer,587,1174,0.00%
13050,24049,Byron Gomez,Germany,47,Mid_aged,1,2,2,575,NEW,2013-09-03,2013-09-03,0,new customer,287.5,575,0.00%
13051,24050,Clarence Nath,United Kingdom,47,Mid_aged,1,3,3,1164,Regular,2013-07-21,2013-07-21,0,new customer,388,1164,0.00%
13052,24051,Colleen Nath,United Kingdom,53,Mid_aged,1,2,2,1170,Regular,2013-07-11,2013-07-11,0,new customer,585,1170,0.00%
13053,24052,Priscilla Goel,Germany,52,Mid_aged,1,2,2,549,NEW,2013-09-14,2013-09-14,0,new customer,274.5,549,0.00%
13054,24053,Jose Allen,Germany,53,Mid_aged,1,1,1,2443,Regular,2013-07-27,2013-07-27,0,new customer,2443,2443,0.01%
13055,24054,Gerald Hernandez,United Kingdom,54,Mid_aged,1,2,2,1174,Regular,2013-07-23,2013-07-23,0,new customer,587,1174,0.00%
13056,24055,Louis Goel,United Kingdom,48,Mid_aged,1,2,2,1170,Regular,2013-07-21,2013-07-21,0,new customer,585,1170,0.00%
13057,24056,Tamara Lin,France,54,Mid_aged,1,4,4,629,NEW,2013-12-01,2013-12-01,0,new customer,157.25,629,0.00%
13058,24057,Ricky Alvarez,France,43,Mid_aged,1,2,2,575,NEW,2013-12-07,2013-12-07,0,new customer,287.5,575,0.00%
13059,24058,Alvin Lal,United Kingdom,48,Mid_aged,1,3,3,1164,Regular,2013-08-23,2013-08-23,0,new customer,388,1164,0.00%
13060,24059,Tabitha Navarro,Germany,54,Mid_aged,1,3,3,584,NEW,2013-09-03,2013-09-03,0,new customer,194.67,584,0.00%
13061,24060,Bonnie Deng,Germany,48,Mid_aged,1,2,2,604,NEW,2013-09-18,2013-09-18,0,new customer,302,604,0.00%
13062,24061,Kelvin Luo,France,55,Mid_aged,1,2,2,2413,Regular,2013-01-05,2013-01-05,0,new customer,1206.5,2413,0.01%
13063,24062,Crystal Cai,France,54,Mid_aged,1,1,1,29,NEW,2013-08-05,2013-08-05,0,new customer,29,29,0.00%
13064,24063,Micheal Suarez,France,49,Mid_aged,1,4,4,2433,Regular,2013-01-29,2013-01-29,0,new customer,608.25,2433,0.01%
13065,24064,Stanley Fernandez,United Kingdom,54,Mid_aged,1,1,1,5,NEW,2013-02-18,2013-02-18,0,new customer,5,5,0.00%
13066,24065,Lori Gutierrez,United Kingdom,43,Mid_aged,1,2,2,1170,Regular,2013-08-21,2013-08-21,0,new customer,585,1170,0.00%
13067,24066,Brittney West,Germany,48,Mid_aged,1,4,4,2515,Regular,2013-10-08,2013-10-08,0,new customer,628.75,2515,0.01%
13068,24067,Carolyn Raman,Germany,54,Mid_aged,1,4,4,2492,Regular,2013-09-30,2013-09-30,0,new customer,623,2492,0.01%
13069,24068,Edwin Yang,Germany,54,Mid_aged,1,3,3,2457,Regular,2013-10-25,2013-10-25,0,new customer,819,2457,0.01%
13070,24069,Jessie Chen,United Kingdom,48,Mid_aged,1,2,2,1174,Regular,2013-07-25,2013-07-25,0,new customer,587,1174,0.00%
13071,24070,Cameron Shan,France,93,Senior_Citizen,1,3,3,36,NEW,2013-10-08,2013-10-08,0,new customer,12,36,0.00%
